ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment
GO:0032944,regulation of mononuclear cell proliferation,228,-0.5545873538710201,-1.95209198298911,7.490238882579404e-9,8.657585546166307e-7,7.975207676168457e-7,2192,"tags=37%, list=15%, signal=32%",Chrnb2/Spn/Dhps/Il6/Cd74/Xcl1/Pdcd1lg2/Flt3l/Cd274/Cd209a/Il18/Cnn2/Irs2/Fgf10/Tlr9/H2-M3/Gnrh1/Ccdc88b/Btnl2/Cdkn1a/Cd80/Ccl5/Zc3h12d/Inpp5d/Nckap1l/Mzb1/Il1b/Mef2c/Tnfrsf14/Il27/Carmil2/Il4/Il21/Laptm5/Tnfrsf13b/Lep/Clec4g/Tacr1/Btk/Clcf1/Gpr183/Card11/Itgal/Ptprc/Bcl2/Tnfrsf4/Ptpn6/Cd3e/Icosl/Mpl/Syk/Ctla4/Prkcq/Coro1a/Ifng/Sash3/Tnfsf4/Il2/Tarm1/Il15/Zap70/Rasal3/Cd4/Il10/Pla2g5/Pla2g2d/Cd40/Tspan32/Rac2/Cd59b/Tnfrsf9/Cd6/Cd40lg/Bst1/Ikzf3/Cd209e/Slamf1/Tnfrsf13c/Btla/Il12a/Ccr7/Cd37/Cd22/Foxp3/Siglecg
GO:0035710,"CD4-positive, alpha-beta T cell activation",119,-0.6440691316572718,-2.067219000538735,9.870738968153443e-9,1.1197804984982962e-6,1.0315210839818833e-6,2219,"tags=41%, list=15%, signal=35%",Batf/Spn/Il6/Xcl1/Il6ra/Cd274/Il18/Cracr2a/Smad7/Tbx21/Runx3/Ascl2/Gadd45g/Nckap1l/Nfkbid/Tnfrsf14/Il27/Socs1/Il4/Il21/Nkg7/Cd69/Myb/Cd160/Cdh26/Irf4/H2-Ea/Tox/Stat4/Cd83/Gpr183/Card11/Cd3e/Prkcq/Gimap1/Ly9/Ifng/Sash3/Tnfsf4/Il2/Tarm1/Il2rg/Pla2g2d/Slamf6/Il12a/Fut7/Ccr7/Foxp3/Lef1
GO:0002562,somatic diversification of immune receptors via germline recombination within a single locus,69,-0.7326854579780042,-2.1826661559082257,1.0347781818807173e-8,1.1319734182502276e-6,1.0427529761395725e-6,724,"tags=22%, list=5%, signal=21%",Clcf1/Ptprc/Icosl/Ifng/Tnfsf4/Il2/Cd40/Il27ra/Bcl11b/Pagr1a/Cd40lg/Ccr6/Foxp3/Lef1/Aicda
GO:0016444,somatic cell DNA recombination,69,-0.7326854579780042,-2.1826661559082257,1.0347781818807173e-8,1.1319734182502276e-6,1.0427529761395725e-6,724,"tags=22%, list=5%, signal=21%",Clcf1/Ptprc/Icosl/Ifng/Tnfsf4/Il2/Cd40/Il27ra/Bcl11b/Pagr1a/Cd40lg/Ccr6/Foxp3/Lef1/Aicda
GO:0055007,cardiac muscle cell differentiation,142,0.6135755357181623,2.0437172648534974,1.3053481019731645e-8,1.4029056969627377e-6,1.2923307801806342e-6,1715,"tags=27%, list=11%, signal=24%",Csrp3/Hnrnpu/Myl2/Ccn4/Neb/Ttn/Alpk2/Isl1/Mesp1/Myod1/Adra1b/Nrap/Myo18b/Tcap/Xirp1/Cavin4/Adprhl1/Actn2/Mylk2/Rarb/Prkg1/Sox6/Alpk3/Tbx5/Actc1/Mylk3/Sgcd/Bves/Popdc2/Speg/Nr3c1/Map2k4/Adra1a/Akap6/Pak1/Ppara/Tbx3/Akap13
GO:0050870,positive regulation of T cell activation,218,-0.5518852632157318,-1.9230285709912116,1.5871062116804428e-8,1.6305108467257063e-6,1.5019964344032357e-6,1538,"tags=27%, list=10%, signal=24%",Ccdc88b/Btnl2/Runx3/Cd80/H2-DMa/Ccl5/Nckap1l/Nfkbid/Il1b/Tnfrsf14/Vav1/Carmil2/Socs1/Il4/Il21/Wnt10b/Lep/Cd160/H2-Ea/Cd83/Card11/Itgal/Ptprc/Cd3e/Icosl/Syk/Prkcq/Coro1a/Rhoh/Efnb3/Ifng/Sash3/Tnfsf4/Il2/Il15/Fcho1/Zap70/Rasal3/Il7r/Cd4/Il2rg/Tespa1/Lck/Cd59b/Cd6/Cd40lg/Cd27/Cd209e/Tnfsf14/Slamf1/Cd5/H2-Oa/Tnfrsf13c/H2-Ob/Il12a/Ccr7/Foxp3/Lef1
GO:0002440,production of molecular mediator of immune response,256,-0.5280726139595728,-1.8773005378410466,1.5969743846480964e-8,1.6305108467257063e-6,1.5019964344032357e-6,2556,"tags=31%, list=17%, signal=26%",Ffar3/Polm/Evpl/Ifnb1/Atg9a/Tnfrsf1b/Nfkbiz/Cyren/Tnfsf13b/Rasgrp1/Shld2/Sema7a/Tlr3/Batf/Slc11a1/Il6/Cd74/Klk7/Xcl1/Scimp/Inava/Il18/Sucnr1/Tnfaip3/Tlr9/Smad7/F2rl1/H2-M3/Tbx21/Irf5/Il25/Mzb1/Nuggc/Il1b/Tnfrsf14/Calhm6/Il4/Il21/Laptm5/Cd160/Dennd1b/Apoa2/Btk/Clcf1/Pou2f2/Card11/Ptprc/Tnfrsf4/Il13ra2/Icosl/Lax1/Syk/Cd96/Ifng/Sash3/Fcer1a/6030468B19Rik/Tnfsf4/Il2/Il33/Il7r/Il10/Gapt/Il31ra/Cd40/Il27ra/Mmp7/Vpreb3/Pagr1a/Cd40lg/Cd27/Slamf1/Il12a/Ccr6/Cd37/Cd22/Foxp3/Siglecg/Aicda
GO:0002253,activation of immune response,463,-0.4536227450423185,-1.6876014411109301,1.576398715207478e-8,1.6305108467257063e-6,1.5019964344032357e-6,2000,"tags=20%, list=13%, signal=18%",Cacnb3/Lpxn/Csk/Thy1/Cd274/Ly96/Mefv/Cfb/Arrb2/Tnfaip3/Tnip1/Tlr9/C3/Cfp/Tlr8/Sh2b2/F2rl1/Cmtm3/Rnf144a/Tifab/Nfam1/Btnl2/Txk/Plcl2/Rftn1/Pram1/Prkcb/Nckap1l/Nfkbid/Fpr2/Il1b/Mef2c/Ubash3a/Lcp2/Carmil2/Bpifb1/Laptm5/Lat2/Gpr33/Cd160/Nlrp6/Tasl/Irf4/Dennd1b/Gbp2b/Ptprs/Btk/Sla2/Card11/Aurkb/Ptprc/Bcl2/Stap1/Ptpn6/Cd3e/Klhl6/Icosl/Cd8a/Lax1/Syk/Ctla4/Oas3/Gcsam/Tlr1/Ifng/Themis/Traf3ip3/Nlrc3/Fcho1/Zap70/Myo1g/Sh2d1a/Skap1/Itk/Tespa1/Lck/Cd8b1/Cd59b/Cd247/Cd79a/Lat/Cd5l/Trat1/Cd79b/Ccr7/Blk/Ms4a1/Cd22/Foxp3/Fcmr/Cd19/Fcrl5/Cr2
GO:0060537,muscle tissue development,450,0.4581392984605252,1.6965108605588488,1.870642485547856e-8,1.8786157158141255e-6,1.730546050909759e-6,1786,"tags=22%, list=12%, signal=20%",Myoz2/Csrp3/Hnrnpu/Myl2/Myh7/Gli1/Ccn4/Ankrd2/Acta1/Neb/Casq1/Ryr1/Ttn/Mylpf/Klhl41/Myf6/Synb/Rbfox1/Mstn/Lmod3/Alpk2/Xirp2/Isl1/Mesp1/Myod1/Adra1b/Myoz1/Tnni1/Nrap/Plagl1/Myo18b/Rpl3l/Foxh1/Sox15/Myog/Tcap/Klhl40/Xirp1/Popdc3/Bmp5/Cav2/Myom1/Cavin4/S100b/Cacna1s/Adprhl1/Six1/Actn2/Mylk2/Rarb/Prkg1/Rbm24/Sox6/Alpk3/Tbx5/Igf2/Kel/Bdnf/Actc1/Sox11/Mylk3/Igfbp5/Erbb4/Stac3/Sgcd/Chrna1/Tnnc1/Bves/Mettl21c/Popdc2/Gpc1/Twist1/Gpcpd1/Sgcg/Smad3/Sema3c/Vgll2/Ncam1/Speg/Jph2/Kcnj11/Homer1/Id2/Eya1/Nr3c1/Map2k4/Adra1a/Akap6/Pak1/Osr1/Atf3/Aldh1a2/Fgfr2/Ppara/Tbx3/Jarid2/Abcc9/Akap13/Ctnnb1/Ihh/Schip1
GO:0002381,immunoglobulin production involved in immunoglobulin-mediated immune response,66,-0.7344410738090938,-2.1754101095752225,2.791668870568081e-8,2.754242501278062e-6,2.537157250262331e-6,752,"tags=26%, list=5%, signal=25%",Btk/Clcf1/Pou2f2/Ptprc/Icosl/Ifng/6030468B19Rik/Tnfsf4/Il2/Gapt/Cd40/Il27ra/Pagr1a/Cd40lg/Ccr6/Foxp3/Aicda
GO:0002703,regulation of leukocyte mediated immunity,220,-0.5394798668651986,-1.8793444993145787,2.832472699649329e-8,2.754242501278062e-6,2.537157250262331e-6,1924,"tags=29%, list=13%, signal=25%",Cd274/Il18/Ptafr/Arrb2/Tlr9/C3/Smad7/Adora3/Stxbp1/F2rl1/H2-M3/Tbx21/Spi1/Cd80/Pram1/Nckap1l/Pdcd1/Il1b/Was/Vav1/Itgb2/Calhm6/Il4/Il21/Pla2g3/Lep/Cd160/Nppc/Clec4g/Dennd1b/H2-Ea/Unc13d/Btk/Clcf1/Fgr/Ptprc/Stap1/Ptpn6/Il13ra2/Lta/Syk/Cd96/Ifng/Sash3/Fcer1a/6030468B19Rik/Tnfsf4/Il2/Il7r/Sh2d1a/Cd40/Il27ra/Gata1/Slamf6/Rac2/Pagr1a/Crhr1/Slamf1/Il12a/Fut7/Foxp3/Fcer2a/Cr2
GO:0070665,positive regulation of leukocyte proliferation,148,-0.5959831486676809,-1.9832312727373904,3.0460723937974486e-8,2.9156624194379953e-6,2.685854293280941e-6,2230,"tags=43%, list=15%, signal=37%",Csf2ra/Cd38/Chrnb2/Spn/Dhps/Il6/Cd74/Xcl1/Pdcd1lg2/Flt3l/Cd274/Il18/Irs2/Fgf10/Tlr9/Ocstamp/Ccdc88b/Btnl2/Cdkn1a/Cd80/Ccl5/Nckap1l/Il1b/Mef2c/Carmil2/Il4/Il21/Csf2/Lep/Tacr1/Btk/Clcf1/Gpr183/Card11/Itgal/Ptprc/Bcl2/Tnfrsf4/Cd3e/Icosl/Mpl/Syk/Prkcq/Coro1a/Ifng/Sash3/Tnfsf4/Il2/Il15/Zap70/Rasal3/Cd4/Cd40/Rac2/Cd59b/Cd6/Cd40lg/Bst1/Cd209e/Slamf1/Tnfrsf13c/Il12a/Ccr7/Foxp3
GO:0050867,positive regulation of cell activation,348,-0.4810612715396225,-1.7588279856218914,3.3077775880621746e-08,3.117453154533674e-6,2.871740186170254e-6,1629,"tags=30%, list=11%, signal=27%",Chrnb2/Egr3/Spn/Dhps/Il6/Cd74/Xcl1/Adam8/Pdcd1lg2/Sox13/Flt3l/Thy1/Cd274/Gp1bb/Il18/Irs2/Fgf10/Tlr9/H2-M3/Tbx21/Plek/Ccdc88b/Spi1/Btnl2/Runx3/Capn3/Cdkn1a/Cd80/H2-DMa/Ccl5/Clec4d/Inpp5d/Nckap1l/Nfkbid/Il1b/Mef2c/Tnfrsf14/Lrrk2/Vav1/Carmil2/Socs1/Il4/Il21/Wnt10b/Myb/Lep/Cd160/Ttbk1/H2-Ea/Tox/Tacr1/Btk/Il16/Clcf1/Cd83/Gpr183/Card11/Itgal/Ptprc/Bcl2/Stap1/Tnfrsf4/Cd3e/Icosl/Mpl/Syk/Prkcq/Coro1a/Rhoh/Efnb3/Ifng/Sash3/Tnfsf4/Il2/Il15/Il33/Fcho1/Zap70/Rasal3/Il7r/Cd4/Il10/Il2rg/Tespa1/Cd40/Lck/Pagr1a/Cd59b/Cd6/Cd40lg/Cd27/Bst1/Cd209e/Tnfsf14/Slamf1/Cd5/H2-Oa/Tnfrsf13c/H2-Ob/Il12a/Ccr7/Foxp3/Lef1
GO:0043500,muscle adaptation,130,0.617536965337695,2.040564235864679,3.564205872825844e-8,3.3082310874138062e-6,3.0474812893491786e-6,1663,"tags=25%, list=11%, signal=23%",Myoz2/Prkag3/Myh7/Ccn4/Sgca/Acta1/Casq1/Mstn/Myod1/Myoz1/Tnni1/Tnnt1/Gdf1/Trim63/Myog/Tcap/Cacna1s/Srl/Gsn/Igfbp5/Nr4a3/Tnnc1/Smad3/Pde9a/Mtmr4/Nol3/Nr3c1/Adra1a/Akap6/Pak1/Ar/Ppara/Jarid2
GO:0002696,positive regulation of leukocyte activation,324,-0.4946247929855702,-1.7953401639866342,3.701013775015119e-8,3.383941848618301e-6,3.117224642239757e-6,1538,"tags=25%, list=10%, signal=23%",Ccdc88b/Spi1/Btnl2/Runx3/Cdkn1a/Cd80/H2-DMa/Ccl5/Clec4d/Inpp5d/Nckap1l/Nfkbid/Il1b/Mef2c/Tnfrsf14/Lrrk2/Vav1/Carmil2/Socs1/Il4/Il21/Wnt10b/Lep/Cd160/Ttbk1/H2-Ea/Tox/Tacr1/Btk/Il16/Clcf1/Cd83/Gpr183/Card11/Itgal/Ptprc/Bcl2/Stap1/Tnfrsf4/Cd3e/Icosl/Mpl/Syk/Prkcq/Coro1a/Rhoh/Efnb3/Ifng/Sash3/Tnfsf4/Il2/Il15/Il33/Fcho1/Zap70/Rasal3/Il7r/Cd4/Il10/Il2rg/Tespa1/Cd40/Lck/Pagr1a/Cd59b/Cd6/Cd40lg/Cd27/Bst1/Cd209e/Tnfsf14/Slamf1/Cd5/H2-Oa/Tnfrsf13c/H2-Ob/Il12a/Ccr7/Foxp3/Lef1
GO:0002200,somatic diversification of immune receptors,76,-0.7040325931865005,-2.1193324270794247,5.6909016462464506e-8,5.126832865427318e-6,4.722743610762728e-6,724,"tags=22%, list=5%, signal=21%",Nuggc/Il4/Clcf1/Ptprc/Icosl/Ifng/Tnfsf4/Il2/Cd40/Il27ra/Bcl11b/Pagr1a/Cd40lg/Ccr6/Foxp3/Lef1/Aicda
GO:0050854,regulation of antigen receptor-mediated signaling pathway,64,-0.7108956571061712,-2.0848485187476387,7.242190546086785e-8,6.429805693525745e-6,5.923018080483791e-6,1624,"tags=34%, list=11%, signal=31%",Cmtm3/Nfam1/Btnl2/Plcl2/Ubash3a/Laptm5/Cd160/Sla2/Card11/Ptprc/Stap1/Ptpn6/Gcsam/Sh2d1a/Tespa1/Lck/Trat1/Ccr7/Cd22/Fcmr/Cd19/Fcrl5
GO:0022409,positive regulation of cell-cell adhesion,292,-0.4989748367295104,-1.7901555791536512,7.652304226284099e-8,6.696859384316628e-6,6.16902300106903e-6,2458,"tags=34%, list=16%, signal=29%",Nfkbiz/Il1a/Gcnt2/Gcnt1/Tnfsf13b/H2-Aa/Rasgrp1/Cd44/Alox5/Icam1/Egr3/Spn/Dhps/Piezo1/Il6/Cd74/Sox2/Xcl1/Adam8/Pdcd1lg2/Sox13/Il6ra/Thy1/Cd274/Il18/Ptafr/Fut4/Smad7/Chst2/Alox15/H2-M3/St3gal4/Ccdc88b/Btnl2/Runx3/Cd80/H2-DMa/Ccl5/Rnase10/Nckap1l/Nfkbid/Il1b/Tnfrsf14/Vav1/Itgb2/Ets1/Carmil2/Socs1/Il4/Il21/Wnt10b/Lep/Cd160/Nodal/H2-Ea/Cd83/Card11/Itgal/Ptprc/L1cam/Cd3e/Icosl/Syk/Prkcq/Coro1a/Rhoh/Efnb3/Ifng/Sash3/Tnfsf4/Il2/Il15/Fcho1/Zap70/Rasal3/Il7r/Cd4/Il2rg/Skap1/Tespa1/Lck/Cd59b/Cd6/Cd40lg/Cd27/Cd209e/Tnfsf14/Slamf1/Cd5/H2-Oa/Tnfrsf13c/H2-Ob/Il12a/Fut7/Ccr7/Chst4/Foxp3/Lef1/Cxcl13
GO:0002520,immune system development,208,-0.5414761587544253,-1.872545865155893,1.035008424323954e-7,8.930227616068369e-6,8.22636050822938e-6,1692,"tags=21%, list=11%, signal=19%",Artn/Ikzf1/H2-M3/Tbx21/Ccnb2/Hoxb4/Xkr8/Nuggc/Pdcd1/Carmil2/Il4/Foxn1/Nkx2-5/Myb/Tox/Clcf1/Ptprc/Bcl2/Lta/Cd3e/Icosl/Ccr4/Ifng/Tnfsf4/Il2/Il15/Il7r/Cd40/Il27ra/Bcl11b/Epb42/Pagr1a/Cd40lg/Cdh17/Flt3/Ltb/Ccr7/Ccr6/Cxcr5/Foxp3/Lef1/Cxcl13/Aicda
GO:0042098,T cell proliferation,214,-0.535582032549012,-1.8633211608288107,1.0684035642404244e-7,9.090333659078944e-6,8.373847233761572e-6,1629,"tags=29%, list=11%, signal=26%",H2-M3/Gnrh1/Ccdc88b/Btnl2/Cd80/Ccl5/Zc3h12d/Nckap1l/Ebi3/Il1b/Tnfrsf14/Il27/Itgb2/Carmil2/Il4/Il21/Laptm5/Lep/Cd70/Clec4g/Crip3/Dock2/Card11/Itgal/Ptprc/Tnfrsf4/Ptpn6/Cxcr4/Cd3e/Icosl/Syk/Ctla4/Prkcq/Coro1a/Ifng/Sash3/Tnfsf4/Il2/Tarm1/Il15/Sh2d2a/Zap70/Rasal3/Cd4/Pla2g5/Pla2g2d/Tspan32/Rac2/Cd59b/Tnfrsf9/Cd6/Zbtb32/Cd40lg/Cd209e/Slamf1/Tnfrsf13c/Btla/Il12a/Ccr7/Cd37/Foxp3
GO:0032946,positive regulation of mononuclear cell proliferation,135,-0.5975620891378423,-1.9694556837081447,1.0907720415866483e-7,9.143024865521289e-6,8.42238539857031e-6,2229,"tags=44%, list=15%, signal=38%",Cd38/Chrnb2/Spn/Dhps/Il6/Cd74/Xcl1/Pdcd1lg2/Flt3l/Cd274/Il18/Irs2/Fgf10/Tlr9/Ccdc88b/Btnl2/Cdkn1a/Cd80/Ccl5/Nckap1l/Il1b/Mef2c/Carmil2/Il4/Il21/Lep/Tacr1/Btk/Clcf1/Gpr183/Card11/Itgal/Ptprc/Bcl2/Tnfrsf4/Cd3e/Icosl/Mpl/Syk/Prkcq/Coro1a/Ifng/Sash3/Tnfsf4/Il2/Il15/Zap70/Rasal3/Cd4/Cd40/Cd59b/Cd6/Cd40lg/Bst1/Cd209e/Slamf1/Tnfrsf13c/Il12a/Ccr7/Foxp3
GO:0035051,cardiocyte differentiation,175,0.5630800951384486,1.923037467323701,1.1044463598572891e-7,9.143024865521289e-6,8.42238539857031e-6,2207,"tags=28%, list=15%, signal=24%",Csrp3/Hnrnpu/Myl2/Ccn4/Neb/Ttn/Alpk2/Isl1/Mesp1/Myod1/Adra1b/Nrap/Myo18b/Tcap/Xirp1/Cavin4/Adprhl1/Actn2/Mylk2/Rarb/Prkg1/Sox6/Alpk3/Tbx5/Actc1/Mylk3/Sgcd/Bves/Popdc2/Twist1/Sema3c/Speg/Nr3c1/Map2k4/Adra1a/Akap6/Pak1/Ppara/Tbx3/Akap13/Ctnnb1/Prox1/Pbrm1/Slc25a4/Cxadr/Fhl2/Pitx2/Cited2/Sgcb
GO:0022407,regulation of cell-cell adhesion,459,-0.44744334616835285,-1.660904436729948,1.2087141686039444e-7,9.872777329157019e-6,9.094619870716835e-6,2184,"tags=27%, list=15%, signal=23%",Egr3/Spn/Dhps/Piezo1/Il6/Cd74/Sox2/Xcl1/Adam8/Pdcd1lg2/Sox13/C1qtnf1/Il6ra/Thy1/Cd274/Il18/Ptafr/Notch4/Fut4/Tnfaip3/Smad7/Chst2/Alox15/H2-M3/Tbx21/St3gal4/Gnrh1/Ccdc88b/Spi1/Btnl2/Runx3/Cd80/H2-DMa/Ccl5/Ascl2/Zc3h12d/Dapl1/Rnase10/Nckap1l/Nfkbid/Pdcd1/Il1b/Tnfrsf14/Vav1/Itgb2/Abca12/Ets1/Tigit/Carmil2/Socs1/Il4/Il21/Fut9/Laptm5/Wnt10b/Cd69/Lep/Tnfaip8l2/Cd160/Nodal/B4galnt2/Clec4g/H2-Ea/Pag1/Akna/Fermt3/Cd83/Card11/Itgal/Ptprc/L1cam/Ptpn6/Cd3e/Icosl/Lax1/Syk/Ctla4/Prkcq/Coro1a/Rhoh/Efnb3/Ifng/Sash3/Tnfsf4/Il2/Tarm1/Il15/Fcho1/Zap70/Rasal3/Il7r/Dtx1/Cd4/Il10/Il2rg/Pla2g5/Pla2g2d/Skap1/Tespa1/Tspan32/Lck/Cd59b/Cd6/Cd40lg/Cd27/Cd209e/Tnfsf14/Pcdh8/Slamf1/Cd5/H2-Oa/Tnfrsf13c/Btla/H2-Ob/Il12a/Fut7/Ccr7/Cd37/Chst4/Foxp3/Lef1/Cxcl13
GO:0002204,somatic recombination of immunoglobulin genes involved in immune response,55,-0.7304372521087875,-2.077252877690576,2.6427391995387027e-7,2.0755667097915503e-5,1.9119736637958142e-5,724,"tags=25%, list=5%, signal=24%",Il4/Clcf1/Ptprc/Icosl/Ifng/Tnfsf4/Il2/Cd40/Il27ra/Pagr1a/Cd40lg/Ccr6/Foxp3/Aicda
GO:0002208,somatic diversification of immunoglobulins involved in immune response,55,-0.7304372521087875,-2.077252877690576,2.6427391995387027e-7,2.0755667097915503e-5,1.9119736637958142e-5,724,"tags=25%, list=5%, signal=24%",Il4/Clcf1/Ptprc/Icosl/Ifng/Tnfsf4/Il2/Cd40/Il27ra/Pagr1a/Cd40lg/Ccr6/Foxp3/Aicda
GO:0045190,isotype switching,55,-0.7304372521087875,-2.077252877690576,2.6427391995387027e-7,2.0755667097915503e-5,1.9119736637958142e-5,724,"tags=25%, list=5%, signal=24%",Il4/Clcf1/Ptprc/Icosl/Ifng/Tnfsf4/Il2/Cd40/Il27ra/Pagr1a/Cd40lg/Ccr6/Foxp3/Aicda
GO:0046632,alpha-beta T cell differentiation,121,-0.6079624612686728,-1.961476599180829,2.7032099769544086e-7,2.096185356813001e-5,1.9309671800736288e-5,1970,"tags=37%, list=13%, signal=33%",Prdm1/Il6ra/Il18/Cracr2a/Smad7/Tbx21/Runx3/Txk/Ascl2/Gadd45g/Nckap1l/Nfkbid/Il27/Socs1/Il4/Il21/Cd69/Myb/Irf4/H2-Ea/Tox/Stat4/Cd83/Gpr183/Bcl2/Syk/Gimap1/Ly9/Tnfsf8/Ifng/Sash3/Tnfsf4/Il2/Eomes/Zap70/Il2rg/Pla2g2d/Itk/Bcl11b/Slamf6/Gpr18/Fut7/Ccr7/Foxp3/Lef1
GO:0050671,positive regulation of lymphocyte proliferation,132,-0.6021474148650907,-1.9757586988598947,2.8809644215675277e-7,2.2060985058153345e-5,2.032217140003094e-5,2229,"tags=45%, list=15%, signal=39%",Cd38/Chrnb2/Spn/Dhps/Il6/Cd74/Xcl1/Pdcd1lg2/Flt3l/Cd274/Il18/Irs2/Fgf10/Tlr9/Ccdc88b/Btnl2/Cdkn1a/Cd80/Ccl5/Nckap1l/Il1b/Mef2c/Carmil2/Il4/Il21/Lep/Tacr1/Btk/Clcf1/Gpr183/Card11/Itgal/Ptprc/Bcl2/Tnfrsf4/Cd3e/Icosl/Mpl/Syk/Prkcq/Coro1a/Ifng/Sash3/Tnfsf4/Il2/Il15/Zap70/Rasal3/Cd4/Cd40/Cd59b/Cd6/Cd40lg/Bst1/Cd209e/Slamf1/Tnfrsf13c/Il12a/Ccr7/Foxp3
GO:0045058,T cell selection,57,-0.718039204641136,-2.060589256363599,3.1907702819310555e-7,2.4131677465567467e-5,2.2229654946630784e-5,2219,"tags=53%, list=15%, signal=45%",Batf/Spn/Il6/Cd74/Aire/Il6ra/Tbx21/H2-DMa/Il4/Foxn1/Cd69/Irf4/Tox/Dock2/Card11/Ptprc/Bcl2/Cd3e/Syk/Ly9/Themis/Cd3g/Il15/Zap70/Cd4/Bcl11b/Slamf6/Cd3d/Ccr7/Foxp3
GO:0032673,regulation of interleukin-4 production,29,-0.8286370306723044,-2.0902757043061215,3.7738254812997036e-7,2.819323768102681e-5,2.5971089095311565e-5,861,"tags=41%, list=6%, signal=39%",Irf4/Cd83/Cd3e/Icosl/Syk/Prkcq/Sash3/Tnfsf4/Il33/Cd40lg/Foxp3/Lef1
GO:0043501,skeletal muscle adaptation,23,0.8505930883582508,2.0568853343986833,5.372363862515963e-7,3.965192894189493e-5,3.652662354717575e-5,945,"tags=48%, list=6%, signal=45%",Myoz2/Myh7/Acta1/Mstn/Myod1/Myoz1/Tnni1/Tnnt1/Cacna1s/Igfbp5/Tnnc1
GO:0016447,somatic recombination of immunoglobulin gene segments,63,-0.7054560967958403,-2.0608647525403856,6.014546893659325e-7,4.336497065249513e-5,3.9947008895308415e-5,724,"tags=22%, list=5%, signal=21%",Il4/Clcf1/Ptprc/Icosl/Ifng/Tnfsf4/Il2/Cd40/Il27ra/Pagr1a/Cd40lg/Ccr6/Foxp3/Aicda
GO:0002819,regulation of adaptive immune response,189,-0.5397917865849737,-1.8487795238467652,6.039196676010388e-7,4.336497065249513e-5,3.9947008895308415e-5,1781,"tags=28%, list=12%, signal=25%",Tnfaip3/C3/Smad7/Alox15/H2-M3/Tbx21/Cd80/H2-DMa/Ascl2/Nckap1l/Nfkbid/Pdcd1/Il1b/Mef2c/Tnfrsf14/Was/Il27/Il4/Cd69/Cd160/Adcy7/Clec4g/Dennd1b/H2-Ea/Btk/Clcf1/Ptprc/Ptpn6/Lta/Prkcq/Ifng/Sash3/Samsn1/Fcer1a/6030468B19Rik/Tnfsf4/Il2/Il33/Il7r/Cd4/Skap1/Cd40/Il27ra/Pagr1a/Slamf1/Tnfrsf13c/Il12a/Fut7/Ccr7/Foxp3/Fcer2a/Cr2
GO:0006936,muscle contraction,280,0.4843132361758241,1.730610625664383,6.087801952521353e-7,4.336497065249513e-5,3.9947008895308415e-5,2249,"tags=34%, list=15%, signal=29%",Myh8/Csrp3/Myl2/Myh7/Cacng1/Myh4/Myom2/Casq1/Ryr1/Mybpc2/Myh1/Ttn/Myl1/Mylpf/Jsrp1/Tnnc2/Pgam2/Mybpc1/Tnnt3/Lmod3/Nos1/Adra1b/Clcn1/Tnni2/Atp2a1/Tnni1/Tnnt1/Myh2/Tmod4/Scn4b/Trim63/Tcap/Abat/Myom1/Cacna1s/Tmod1/Actn2/Mylk2/Prkg1/Ptger3/Scn4a/Edn3/Cacna2d1/Actc1/Gsn/Stac3/Sgcd/Chrna1/Ccdc78/Calca/Tnnc1/Slc8a3/Ctnna3/Tmem38a/Kcnd3/Tacr3/Htr2a/Chrm2/Kcnj2/Chrne/Ryr3/Npy1r/Fxyd1/Lmod2/Htr1d/Homer1/Myh7b/Drd1/Cacnb2/Adra1a/Akap6/Kbtbd13/Adra2a/Cacna1g/Tbx3/Zdhhc21/Abcc9/Atp1a2/Tmod3/Casq2/Prkca/Scn1b/Dsp/Ptgs2/Myl3/Fkbp1b/Cav1/Smad5/Synm/Tmod2/Stc1/Srsf1/Pde5a/Sphk1/Dmpk
GO:0043367,"CD4-positive, alpha-beta T cell differentiation",92,-0.6379214171880188,-1.9780714562856359,7.682610048518102e-7,5.409617144508263e-5,4.983239258330979e-5,2219,"tags=41%, list=15%, signal=35%",Batf/Spn/Il6/Il6ra/Il18/Cracr2a/Smad7/Tbx21/Runx3/Ascl2/Gadd45g/Nckap1l/Nfkbid/Il27/Socs1/Il4/Il21/Cd69/Myb/Irf4/H2-Ea/Tox/Stat4/Cd83/Gpr183/Gimap1/Ly9/Ifng/Sash3/Tnfsf4/Il2/Il2rg/Pla2g2d/Slamf6/Fut7/Ccr7/Foxp3/Lef1
GO:0042129,regulation of T cell proliferation,171,-0.5450037639937837,-1.8467049442421266,9.773120777469806e-7,6.803424759406822e-5,6.267189053590386e-5,1629,"tags=30%, list=11%, signal=27%",H2-M3/Gnrh1/Ccdc88b/Btnl2/Cd80/Ccl5/Zc3h12d/Nckap1l/Il1b/Tnfrsf14/Il27/Carmil2/Il4/Il21/Laptm5/Lep/Clec4g/Card11/Itgal/Ptprc/Ptpn6/Cd3e/Icosl/Syk/Ctla4/Prkcq/Coro1a/Ifng/Sash3/Tnfsf4/Il2/Tarm1/Il15/Zap70/Rasal3/Cd4/Pla2g5/Pla2g2d/Tspan32/Rac2/Cd59b/Tnfrsf9/Cd6/Cd40lg/Cd209e/Slamf1/Tnfrsf13c/Btla/Il12a/Ccr7/Cd37/Foxp3
