RetainedRef	DuplicateRef
ENSMUST00000175898.3	ENSMUST00000176081.2
ENSMUST00000166303.8	ENSMUST00000165485.7
ENSMUST00000238610.1	ENSMUST00000238712.1
ENSMUST00000172621.7	ENSMUST00000174759.7
ENSMUST00000172621.7	ENSMUST00000079083.11
ENSMUST00000172621.7	ENSMUST00000029714.14
ENSMUST00000172621.7	ENSMUST00000090981.12
ENSMUST00000170089.7	ENSMUST00000015197.8
ENSMUST00000214871.1	ENSMUST00000216249.1
ENSMUST00000214871.1	ENSMUST00000076914.3
ENSMUST00000090541.11	ENSMUST00000107686.7
ENSMUST00000090541.11	ENSMUST00000107684.1
ENSMUST00000090541.11	ENSMUST00000178611.7
ENSMUST00000217379.1	ENSMUST00000120598.2
ENSMUST00000161732.7	ENSMUST00000161612.7
ENSMUST00000098845.9	ENSMUST00000045277.6
ENSMUST00000160732.7	ENSMUST00000081636.12
ENSMUST00000160732.7	ENSMUST00000188073.6
ENSMUST00000115451.7	ENSMUST00000115450.7
ENSMUST00000053811.9	ENSMUST00000221357.1
ENSMUST00000026225.14	ENSMUST00000130549.7
ENSMUST00000026225.14	ENSMUST00000179305.1
ENSMUST00000044953.2	ENSMUST00000109374.1
ENSMUST00000106292.7	ENSMUST00000033095.9
ENSMUST00000108350.7	ENSMUST00000201131.3
ENSMUST00000000476.14	ENSMUST00000168162.4
ENSMUST00000063509.10	ENSMUST00000168252.8
ENSMUST00000050516.13	ENSMUST00000164083.3
ENSMUST00000003461.14	ENSMUST00000101554.8
ENSMUST00000178919.1	ENSMUST00000095114.4
ENSMUST00000108212.7	ENSMUST00000108211.7
ENSMUST00000077938.9	ENSMUST00000150324.7
ENSMUST00000201452.3	ENSMUST00000202361.3
ENSMUST00000103012.9	ENSMUST00000107499.3
ENSMUST00000038211.12	ENSMUST00000092840.10
ENSMUST00000214981.2	ENSMUST00000060345.5
ENSMUST00000002532.8	ENSMUST00000108776.7
ENSMUST00000002532.8	ENSMUST00000165416.7
ENSMUST00000089681.11	ENSMUST00000109975.9
ENSMUST00000107392.7	ENSMUST00000049004.7
ENSMUST00000235280.1	ENSMUST00000025561.7
ENSMUST00000119968.7	ENSMUST00000019854.12
ENSMUST00000119968.7	ENSMUST00000121920.7
ENSMUST00000119968.7	ENSMUST00000121048.1
ENSMUST00000170705.7	ENSMUST00000167264.7
ENSMUST00000170705.7	ENSMUST00000171010.7
ENSMUST00000012798.13	ENSMUST00000122423.7
ENSMUST00000219900.1	ENSMUST00000219805.1
ENSMUST00000113502.9	ENSMUST00000201807.3
ENSMUST00000174209.7	ENSMUST00000174215.1
ENSMUST00000120306.7	ENSMUST00000118076.7
ENSMUST00000120306.7	ENSMUST00000170116.7
ENSMUST00000120306.7	ENSMUST00000053427.10
ENSMUST00000204009.2	ENSMUST00000071521.2
ENSMUST00000071081.12	ENSMUST00000166823.4
ENSMUST00000071081.12	ENSMUST00000202250.3
ENSMUST00000159958.7	ENSMUST00000095075.4
ENSMUST00000201463.3	ENSMUST00000087213.11
ENSMUST00000201463.3	ENSMUST00000169997.5
ENSMUST00000190279.6	ENSMUST00000188398.6
ENSMUST00000190279.6	ENSMUST00000038673.13
ENSMUST00000190279.6	ENSMUST00000186693.1
ENSMUST00000167786.3	ENSMUST00000032658.13
ENSMUST00000154241.7	ENSMUST00000201353.3
ENSMUST00000154241.7	ENSMUST00000200864.3
ENSMUST00000023129.14	ENSMUST00000136480.7
ENSMUST00000023129.14	ENSMUST00000153930.7
ENSMUST00000023129.14	ENSMUST00000146675.7
ENSMUST00000023129.14	ENSMUST00000141364.7
ENSMUST00000062967.9	ENSMUST00000232760.1
ENSMUST00000216724.2	ENSMUST00000058153.1
ENSMUST00000042485.10	ENSMUST00000119722.7
ENSMUST00000190329.1	ENSMUST00000171947.2
ENSMUST00000095719.9	ENSMUST00000172073.7
ENSMUST00000172818.7	ENSMUST00000024888.14
ENSMUST00000063272.12	ENSMUST00000078323.12
ENSMUST00000063272.12	ENSMUST00000120327.2
ENSMUST00000113462.7	ENSMUST00000202301.3
ENSMUST00000032122.10	ENSMUST00000203775.1
ENSMUST00000086763.12	ENSMUST00000004850.7
ENSMUST00000163192.10	ENSMUST00000238932.1
ENSMUST00000214778.1	ENSMUST00000230176.1
ENSMUST00000090339.10	ENSMUST00000169385.2
ENSMUST00000056442.11	ENSMUST00000207753.1
ENSMUST00000056442.11	ENSMUST00000107605.2
ENSMUST00000098744.1	ENSMUST00000098720.1
ENSMUST00000231092.1	ENSMUST00000230480.1
ENSMUST00000216101.2	ENSMUST00000213291.2
ENSMUST00000216101.2	ENSMUST00000075177.4
ENSMUST00000111690.7	ENSMUST00000111686.7
ENSMUST00000111690.7	ENSMUST00000111688.7
ENSMUST00000086444.5	ENSMUST00000168381.7
ENSMUST00000058210.12	ENSMUST00000100841.8
ENSMUST00000058210.12	ENSMUST00000111878.7
ENSMUST00000159175.1	ENSMUST00000163652.1
ENSMUST00000216801.2	ENSMUST00000050807.6
ENSMUST00000117944.1	ENSMUST00000053116.6
ENSMUST00000034012.9	ENSMUST00000149992.1
ENSMUST00000034012.9	ENSMUST00000132032.7
ENSMUST00000159593.7	ENSMUST00000181589.7
ENSMUST00000216418.1	ENSMUST00000229882.1
ENSMUST00000142613.1	ENSMUST00000195876.1
ENSMUST00000081819.10	ENSMUST00000109223.7
ENSMUST00000178093.2	ENSMUST00000194156.3
ENSMUST00000103029.9	ENSMUST00000103028.7
ENSMUST00000041459.8	ENSMUST00000195235.5
ENSMUST00000074653.5	ENSMUST00000237203.1
ENSMUST00000074653.5	ENSMUST00000229523.2
ENSMUST00000074653.5	ENSMUST00000237163.1
ENSMUST00000006496.14	ENSMUST00000108625.7
ENSMUST00000232581.1	ENSMUST00000023465.15
ENSMUST00000113589.7	ENSMUST00000113588.7
ENSMUST00000113589.7	ENSMUST00000113587.7
ENSMUST00000113589.7	ENSMUST00000122266.2
ENSMUST00000171702.7	ENSMUST00000023756.11
ENSMUST00000208104.2	ENSMUST00000216369.1
ENSMUST00000110525.7	ENSMUST00000110524.1
ENSMUST00000110525.7	ENSMUST00000028652.11
ENSMUST00000127021.7	ENSMUST00000113469.2
ENSMUST00000127021.7	ENSMUST00000201596.3
ENSMUST00000127021.7	ENSMUST00000202309.1
ENSMUST00000109635.1	ENSMUST00000061327.1
ENSMUST00000169041.8	ENSMUST00000219305.1
ENSMUST00000169041.8	ENSMUST00000046833.4
ENSMUST00000022028.5	ENSMUST00000233043.1
ENSMUST00000022028.5	ENSMUST00000230934.2
ENSMUST00000022028.5	ENSMUST00000232881.1
ENSMUST00000110698.8	ENSMUST00000110697.8
ENSMUST00000208284.2	ENSMUST00000119566.3
ENSMUST00000115351.9	ENSMUST00000122211.7
ENSMUST00000143467.7	ENSMUST00000016639.11
ENSMUST00000049932.11	ENSMUST00000190348.1
ENSMUST00000115443.7	ENSMUST00000115442.7
ENSMUST00000115443.7	ENSMUST00000080469.11
ENSMUST00000179253.1	ENSMUST00000179240.1
ENSMUST00000179253.1	ENSMUST00000098121.3
ENSMUST00000179253.1	ENSMUST00000238770.1
ENSMUST00000179253.1	ENSMUST00000108006.3
ENSMUST00000112336.7	ENSMUST00000031295.7
ENSMUST00000166493.7	ENSMUST00000100888.9
ENSMUST00000164199.7	ENSMUST00000026439.13
ENSMUST00000214406.1	ENSMUST00000112165.3
ENSMUST00000186239.6	ENSMUST00000019951.15
ENSMUST00000177786.7	ENSMUST00000178728.1
ENSMUST00000071300.12	ENSMUST00000184310.7
ENSMUST00000159739.7	ENSMUST00000036418.9
ENSMUST00000139861.1	ENSMUST00000217439.1
ENSMUST00000191169.1	ENSMUST00000179072.1
ENSMUST00000098257.9	ENSMUST00000105566.8
ENSMUST00000213984.1	ENSMUST00000210457.1
ENSMUST00000155251.7	ENSMUST00000124693.7
ENSMUST00000164853.7	ENSMUST00000106422.8
ENSMUST00000167868.7	ENSMUST00000010208.13
ENSMUST00000167868.7	ENSMUST00000193932.5
ENSMUST00000167868.7	ENSMUST00000177567.7
ENSMUST00000214703.1	ENSMUST00000217059.1
ENSMUST00000214703.1	ENSMUST00000072057.1
ENSMUST00000134727.7	ENSMUST00000084525.11
ENSMUST00000134727.7	ENSMUST00000107459.1
ENSMUST00000030637.13	ENSMUST00000106116.1
ENSMUST00000228420.1	ENSMUST00000228256.1
ENSMUST00000228420.1	ENSMUST00000226351.1
ENSMUST00000228420.1	ENSMUST00000228511.1
ENSMUST00000228728.1	ENSMUST00000108569.3
ENSMUST00000188744.1	ENSMUST00000189518.1
ENSMUST00000118535.7	ENSMUST00000117702.1
ENSMUST00000162984.1	ENSMUST00000200958.1
ENSMUST00000237554.1	ENSMUST00000237560.1
ENSMUST00000237554.1	ENSMUST00000077001.2
ENSMUST00000215270.1	ENSMUST00000050044.4
ENSMUST00000215569.1	ENSMUST00000078057.3
ENSMUST00000167191.7	ENSMUST00000058738.10
ENSMUST00000167191.7	ENSMUST00000168572.7
ENSMUST00000227496.1	ENSMUST00000075132.7
ENSMUST00000134614.7	ENSMUST00000108970.8
ENSMUST00000190013.6	ENSMUST00000115894.2
ENSMUST00000076635.12	ENSMUST00000088898.10
ENSMUST00000098064.8	ENSMUST00000107598.8
ENSMUST00000074267.4	ENSMUST00000221871.1
ENSMUST00000206526.2	ENSMUST00000213912.1
ENSMUST00000206526.2	ENSMUST00000057453.1
ENSMUST00000197681.4	ENSMUST00000197146.4
ENSMUST00000026760.2	ENSMUST00000171953.7
ENSMUST00000029575.11	ENSMUST00000106502.1
ENSMUST00000152343.7	ENSMUST00000164272.2
ENSMUST00000110238.9	ENSMUST00000149745.7
ENSMUST00000110238.9	ENSMUST00000110237.8
ENSMUST00000218441.1	ENSMUST00000079751.8
ENSMUST00000213606.1	ENSMUST00000059675.3
ENSMUST00000203653.2	ENSMUST00000041892.12
ENSMUST00000114797.1	ENSMUST00000201461.1
ENSMUST00000106115.7	ENSMUST00000038709.13
ENSMUST00000227061.1	ENSMUST00000169237.7
ENSMUST00000227061.1	ENSMUST00000163889.2
ENSMUST00000171360.2	ENSMUST00000188235.1
ENSMUST00000164822.7	ENSMUST00000022702.12
ENSMUST00000164822.7	ENSMUST00000169479.7
ENSMUST00000164822.7	ENSMUST00000110952.9
ENSMUST00000127208.7	ENSMUST00000036423.14
ENSMUST00000127208.7	ENSMUST00000137649.7
ENSMUST00000127208.7	ENSMUST00000155735.1
ENSMUST00000234051.1	ENSMUST00000234493.1
ENSMUST00000074515.10	ENSMUST00000108173.9
ENSMUST00000118557.7	ENSMUST00000048766.14
ENSMUST00000072518.7	ENSMUST00000073857.5
ENSMUST00000164378.7	ENSMUST00000169094.7
ENSMUST00000164378.7	ENSMUST00000202258.3
ENSMUST00000118717.9	ENSMUST00000041768.6
ENSMUST00000164163.7	ENSMUST00000168589.7
ENSMUST00000164163.7	ENSMUST00000100572.9
ENSMUST00000177587.8	ENSMUST00000050687.13
ENSMUST00000177587.8	ENSMUST00000171754.2
ENSMUST00000173019.7	ENSMUST00000087342.12
ENSMUST00000173019.7	ENSMUST00000173844.7
ENSMUST00000173019.7	ENSMUST00000166693.2
ENSMUST00000146179.7	ENSMUST00000132578.7
ENSMUST00000025925.10	ENSMUST00000136756.1
ENSMUST00000225545.1	ENSMUST00000053293.13
ENSMUST00000225545.1	ENSMUST00000099720.2
ENSMUST00000115628.9	ENSMUST00000183630.9
ENSMUST00000064204.13	ENSMUST00000168193.7
ENSMUST00000224999.1	ENSMUST00000224665.1
ENSMUST00000065220.12	ENSMUST00000196081.4
ENSMUST00000065220.12	ENSMUST00000091112.5
ENSMUST00000065220.12	ENSMUST00000197220.1
ENSMUST00000165649.3	ENSMUST00000042564.16
ENSMUST00000118942.7	ENSMUST00000098311.10
ENSMUST00000217173.1	ENSMUST00000077249.2
ENSMUST00000113461.7	ENSMUST00000202580.3
ENSMUST00000185595.6	ENSMUST00000021496.7
ENSMUST00000042561.13	ENSMUST00000108433.7
ENSMUST00000042561.13	ENSMUST00000169547.8
ENSMUST00000181549.1	ENSMUST00000178889.1
ENSMUST00000107658.7	ENSMUST00000107657.7
ENSMUST00000107658.7	ENSMUST00000081775.11
ENSMUST00000107658.7	ENSMUST00000167149.7
ENSMUST00000112176.7	ENSMUST00000112175.1
ENSMUST00000078547.11	ENSMUST00000111560.9
ENSMUST00000122386.7	ENSMUST00000095360.10
ENSMUST00000026128.9	ENSMUST00000093140.4
ENSMUST00000120388.8	ENSMUST00000025724.8
ENSMUST00000110294.1	ENSMUST00000046266.12
ENSMUST00000117805.7	ENSMUST00000118233.7
ENSMUST00000117805.7	ENSMUST00000118465.7
ENSMUST00000055754.7	ENSMUST00000105651.7
ENSMUST00000112961.9	ENSMUST00000112963.7
ENSMUST00000040402.13	ENSMUST00000174711.7
ENSMUST00000109607.9	ENSMUST00000109608.8
ENSMUST00000112949.7	ENSMUST00000000451.13
ENSMUST00000187839.7	ENSMUST00000022391.13
ENSMUST00000179636.2	ENSMUST00000074204.11
ENSMUST00000177530.7	ENSMUST00000110110.8
ENSMUST00000235771.1	ENSMUST00000096014.4
ENSMUST00000235771.1	ENSMUST00000237720.1
ENSMUST00000235771.1	ENSMUST00000236170.1
ENSMUST00000217001.1	ENSMUST00000214274.1
ENSMUST00000226433.1	ENSMUST00000228447.2
ENSMUST00000215503.1	ENSMUST00000063168.2
ENSMUST00000020637.8	ENSMUST00000179865.7
ENSMUST00000033480.12	ENSMUST00000206309.1
ENSMUST00000085393.12	ENSMUST00000165389.7
ENSMUST00000195514.5	ENSMUST00000200916.3
ENSMUST00000215595.1	ENSMUST00000216790.1
ENSMUST00000108132.7	ENSMUST00000108133.9
ENSMUST00000108132.7	ENSMUST00000108131.7
ENSMUST00000108132.7	ENSMUST00000108134.7
ENSMUST00000108132.7	ENSMUST00000029972.3
ENSMUST00000027265.9	ENSMUST00000114484.7
ENSMUST00000029435.14	ENSMUST00000106834.7
ENSMUST00000039071.2	ENSMUST00000106742.7
ENSMUST00000237408.1	ENSMUST00000116506.7
ENSMUST00000228491.1	ENSMUST00000226332.2
ENSMUST00000105011.3	ENSMUST00000140300.1
ENSMUST00000134877.7	ENSMUST00000135317.7
ENSMUST00000134877.7	ENSMUST00000130091.7
ENSMUST00000134877.7	ENSMUST00000134447.7
ENSMUST00000134877.7	ENSMUST00000136548.7
ENSMUST00000134877.7	ENSMUST00000154489.7
ENSMUST00000134877.7	ENSMUST00000140383.7
ENSMUST00000134877.7	ENSMUST00000143236.7
ENSMUST00000134877.7	ENSMUST00000133429.7
ENSMUST00000134877.7	ENSMUST00000132926.7
ENSMUST00000216805.2	ENSMUST00000081236.2
ENSMUST00000107556.9	ENSMUST00000010682.3
ENSMUST00000120068.1	ENSMUST00000117098.1
ENSMUST00000091676.11	ENSMUST00000094520.4
ENSMUST00000090591.3	ENSMUST00000224163.1
ENSMUST00000189455.1	ENSMUST00000185924.1
ENSMUST00000027455.12	ENSMUST00000188310.1
ENSMUST00000111293.8	ENSMUST00000090586.11
ENSMUST00000217481.1	ENSMUST00000105213.4
ENSMUST00000216213.1	ENSMUST00000073458.1
ENSMUST00000131780.7	ENSMUST00000140594.7
ENSMUST00000131780.7	ENSMUST00000091798.9
ENSMUST00000192866.5	ENSMUST00000216381.1
ENSMUST00000113172.7	ENSMUST00000113173.7
ENSMUST00000113172.7	ENSMUST00000180198.1
ENSMUST00000054829.12	ENSMUST00000201625.3
ENSMUST00000054829.12	ENSMUST00000201937.3
ENSMUST00000007250.13	ENSMUST00000097338.10
ENSMUST00000052932.9	ENSMUST00000229936.1
ENSMUST00000203720.2	ENSMUST00000216661.1
ENSMUST00000203720.2	ENSMUST00000078322.2
ENSMUST00000131487.7	ENSMUST00000128861.2
ENSMUST00000225153.1	ENSMUST00000099467.9
ENSMUST00000046521.13	ENSMUST00000166341.1
ENSMUST00000225920.1	ENSMUST00000071267.13
ENSMUST00000225920.1	ENSMUST00000062389.5
ENSMUST00000230177.1	ENSMUST00000163582.8
ENSMUST00000230177.1	ENSMUST00000053232.7
ENSMUST00000230177.1	ENSMUST00000165541.7
ENSMUST00000160479.7	ENSMUST00000031401.5
ENSMUST00000160479.7	ENSMUST00000186469.6
ENSMUST00000213844.1	ENSMUST00000217487.1
ENSMUST00000213844.1	ENSMUST00000174139.2
ENSMUST00000024711.10	ENSMUST00000167993.7
ENSMUST00000024711.10	ENSMUST00000170723.7
ENSMUST00000105325.3	ENSMUST00000220312.1
ENSMUST00000096751.10	ENSMUST00000088092.5
ENSMUST00000073468.4	ENSMUST00000216367.1
ENSMUST00000073468.4	ENSMUST00000216184.1
ENSMUST00000073468.4	ENSMUST00000214501.2
ENSMUST00000098736.4	ENSMUST00000169730.1
ENSMUST00000033909.13	ENSMUST00000166638.1
ENSMUST00000199753.1	ENSMUST00000197128.1
ENSMUST00000096265.9	ENSMUST00000163801.1
ENSMUST00000136481.7	ENSMUST00000002529.6
ENSMUST00000108506.9	ENSMUST00000238653.1
ENSMUST00000203785.2	ENSMUST00000217576.1
ENSMUST00000203785.2	ENSMUST00000074713.2
ENSMUST00000106291.9	ENSMUST00000199613.4
ENSMUST00000106291.9	ENSMUST00000166033.5
ENSMUST00000106291.9	ENSMUST00000197859.4
ENSMUST00000106291.9	ENSMUST00000197539.4
ENSMUST00000084698.11	ENSMUST00000171251.7
ENSMUST00000229362.1	ENSMUST00000229704.1
ENSMUST00000213552.1	ENSMUST00000040983.5
ENSMUST00000213552.1	ENSMUST00000213651.1
ENSMUST00000213552.1	ENSMUST00000219365.1
ENSMUST00000143186.7	ENSMUST00000183345.1
ENSMUST00000209844.1	ENSMUST00000094134.4
ENSMUST00000031205.15	ENSMUST00000159164.8
ENSMUST00000109423.7	ENSMUST00000109422.7
ENSMUST00000109423.7	ENSMUST00000057979.5
ENSMUST00000112142.7	ENSMUST00000100028.9
ENSMUST00000195995.4	ENSMUST00000199834.4
ENSMUST00000053156.9	ENSMUST00000168528.7
ENSMUST00000053156.9	ENSMUST00000163504.7
ENSMUST00000214051.1	ENSMUST00000098205.4
ENSMUST00000238927.1	ENSMUST00000171425.3
ENSMUST00000113503.9	ENSMUST00000202420.3
ENSMUST00000001256.10	ENSMUST00000167545.2
ENSMUST00000013497.7	ENSMUST00000171174.7
ENSMUST00000013497.7	ENSMUST00000191516.6
ENSMUST00000179694.8	ENSMUST00000179337.8
ENSMUST00000179694.8	ENSMUST00000099366.10
ENSMUST00000213857.1	ENSMUST00000050255.4
ENSMUST00000078182.5	ENSMUST00000205716.1
ENSMUST00000078182.5	ENSMUST00000205459.1
ENSMUST00000127820.1	ENSMUST00000231082.1
ENSMUST00000188555.1	ENSMUST00000178051.7
ENSMUST00000123657.7	ENSMUST00000129117.7
ENSMUST00000123657.7	ENSMUST00000152634.7
ENSMUST00000123657.7	ENSMUST00000123182.7
ENSMUST00000031723.13	ENSMUST00000111038.7
ENSMUST00000236234.1	ENSMUST00000237090.1
ENSMUST00000148442.7	ENSMUST00000074322.11
ENSMUST00000220193.1	ENSMUST00000073059.4
ENSMUST00000106893.2	ENSMUST00000098207.1
ENSMUST00000005647.3	ENSMUST00000215399.1
ENSMUST00000142767.7	ENSMUST00000213798.1
ENSMUST00000040428.3	ENSMUST00000176268.1
ENSMUST00000163019.8	ENSMUST00000233651.1
ENSMUST00000187170.6	ENSMUST00000094898.4
ENSMUST00000107445.7	ENSMUST00000076948.1
ENSMUST00000215922.1	ENSMUST00000213975.1
ENSMUST00000215922.1	ENSMUST00000071132.1
ENSMUST00000061594.12	ENSMUST00000168871.1
ENSMUST00000109757.7	ENSMUST00000109759.8
ENSMUST00000155802.7	ENSMUST00000042302.6
ENSMUST00000115289.1	ENSMUST00000054445.8
ENSMUST00000072222.7	ENSMUST00000121215.1
ENSMUST00000114253.1	ENSMUST00000046378.13
ENSMUST00000025897.12	ENSMUST00000200679.3
ENSMUST00000213223.1	ENSMUST00000216968.1
ENSMUST00000213223.1	ENSMUST00000217110.1
ENSMUST00000213223.1	ENSMUST00000077800.2
ENSMUST00000228020.1	ENSMUST00000078642.1
ENSMUST00000036382.12	ENSMUST00000112543.8
ENSMUST00000054668.12	ENSMUST00000162751.7
ENSMUST00000203236.2	ENSMUST00000060636.1
ENSMUST00000217603.2	ENSMUST00000052152.2
ENSMUST00000219547.1	ENSMUST00000220007.1
ENSMUST00000091704.6	ENSMUST00000051091.4
ENSMUST00000058038.11	ENSMUST00000122066.7
ENSMUST00000058038.11	ENSMUST00000084564.9
ENSMUST00000120049.7	ENSMUST00000099742.8
ENSMUST00000205986.3	ENSMUST00000205742.1
ENSMUST00000205986.3	ENSMUST00000075361.4
ENSMUST00000086701.12	ENSMUST00000112730.7
ENSMUST00000086701.12	ENSMUST00000112729.2
ENSMUST00000214765.2	ENSMUST00000098202.2
ENSMUST00000231965.1	ENSMUST00000231954.1
ENSMUST00000196802.1	ENSMUST00000197614.1
ENSMUST00000111702.7	ENSMUST00000111701.1
ENSMUST00000115609.9	ENSMUST00000000335.11
ENSMUST00000115609.9	ENSMUST00000165430.7
ENSMUST00000115609.9	ENSMUST00000183626.7
ENSMUST00000115609.9	ENSMUST00000185030.9
ENSMUST00000115609.9	ENSMUST00000195169.7
ENSMUST00000049355.10	ENSMUST00000168937.7
ENSMUST00000023849.14	ENSMUST00000167780.1
ENSMUST00000046506.6	ENSMUST00000180925.2
ENSMUST00000025773.4	ENSMUST00000180621.3
ENSMUST00000109722.8	ENSMUST00000109721.2
ENSMUST00000026859.10	ENSMUST00000229555.1
ENSMUST00000109444.2	ENSMUST00000179226.7
ENSMUST00000152941.1	ENSMUST00000177700.7
ENSMUST00000152941.1	ENSMUST00000177981.7
ENSMUST00000152941.1	ENSMUST00000109007.7
ENSMUST00000152941.1	ENSMUST00000120959.7
ENSMUST00000152941.1	ENSMUST00000120521.1
ENSMUST00000152941.1	ENSMUST00000119149.7
ENSMUST00000152941.1	ENSMUST00000117267.1
ENSMUST00000152941.1	ENSMUST00000108964.1
ENSMUST00000105991.8	ENSMUST00000201060.2
ENSMUST00000050551.9	ENSMUST00000101336.9
ENSMUST00000075159.4	ENSMUST00000202651.3
ENSMUST00000211735.1	ENSMUST00000085383.10
ENSMUST00000176076.1	ENSMUST00000231202.1
ENSMUST00000105441.7	ENSMUST00000105440.7
ENSMUST00000105441.7	ENSMUST00000075099.4
ENSMUST00000113063.7	ENSMUST00000075471.3
ENSMUST00000103175.7	ENSMUST00000105581.4
ENSMUST00000103175.7	ENSMUST00000166489.7
ENSMUST00000100537.2	ENSMUST00000166206.8
ENSMUST00000100537.2	ENSMUST00000171498.2
ENSMUST00000100537.2	ENSMUST00000085886.2
ENSMUST00000068755.13	ENSMUST00000180025.7
ENSMUST00000107376.7	ENSMUST00000051947.9
ENSMUST00000107376.7	ENSMUST00000017981.9
ENSMUST00000051870.7	ENSMUST00000128557.2
ENSMUST00000008893.8	ENSMUST00000181494.3
ENSMUST00000210987.1	ENSMUST00000216410.1
ENSMUST00000198180.4	ENSMUST00000199420.4
ENSMUST00000198180.4	ENSMUST00000199571.4
ENSMUST00000198180.4	ENSMUST00000197488.4
ENSMUST00000185566.6	ENSMUST00000034988.9
ENSMUST00000185566.6	ENSMUST00000179212.2
ENSMUST00000039013.14	ENSMUST00000079594.11
ENSMUST00000037540.4	ENSMUST00000208340.1
ENSMUST00000037540.4	ENSMUST00000207916.1
ENSMUST00000037540.4	ENSMUST00000178340.2
ENSMUST00000168818.1	ENSMUST00000050770.5
ENSMUST00000214593.2	ENSMUST00000213883.1
ENSMUST00000214593.2	ENSMUST00000099788.2
ENSMUST00000205823.1	ENSMUST00000205622.1
ENSMUST00000051139.12	ENSMUST00000068879.10
ENSMUST00000078800.12	ENSMUST00000228981.1
ENSMUST00000152564.7	ENSMUST00000057272.14
ENSMUST00000099930.8	ENSMUST00000111601.1
ENSMUST00000102803.10	ENSMUST00000168485.7
ENSMUST00000183901.1	ENSMUST00000184210.7
ENSMUST00000183901.1	ENSMUST00000185050.2
ENSMUST00000169364.7	ENSMUST00000169465.7
ENSMUST00000014457.14	ENSMUST00000153512.1
ENSMUST00000014457.14	ENSMUST00000156915.2
ENSMUST00000116423.2	ENSMUST00000023095.13
ENSMUST00000132728.7	ENSMUST00000110003.8
ENSMUST00000214111.1	ENSMUST00000206280.1
ENSMUST00000214111.1	ENSMUST00000050678.1
ENSMUST00000139003.7	ENSMUST00000124168.7
ENSMUST00000039881.3	ENSMUST00000179489.7
ENSMUST00000185406.6	ENSMUST00000215580.1
ENSMUST00000234597.1	ENSMUST00000234928.1
ENSMUST00000045682.6	ENSMUST00000165104.7
ENSMUST00000135573.7	ENSMUST00000106470.7
ENSMUST00000202264.5	ENSMUST00000230598.1
ENSMUST00000112301.7	ENSMUST00000112303.7
ENSMUST00000112301.7	ENSMUST00000033727.13
ENSMUST00000106636.7	ENSMUST00000106635.1
ENSMUST00000106636.7	ENSMUST00000180023.7
ENSMUST00000106636.7	ENSMUST00000178798.1
ENSMUST00000210769.1	ENSMUST00000075982.3
ENSMUST00000107019.7	ENSMUST00000090743.12
ENSMUST00000216904.1	ENSMUST00000098176.4
ENSMUST00000191899.5	ENSMUST00000080435.8
ENSMUST00000191899.5	ENSMUST00000166905.7
ENSMUST00000191899.5	ENSMUST00000171412.6
ENSMUST00000234477.1	ENSMUST00000069616.7
ENSMUST00000170883.7	ENSMUST00000042498.13
ENSMUST00000218305.1	ENSMUST00000220345.1
ENSMUST00000218305.1	ENSMUST00000219058.1
ENSMUST00000205903.1	ENSMUST00000206816.1
ENSMUST00000208457.1	ENSMUST00000207235.1
ENSMUST00000208457.1	ENSMUST00000208153.1
ENSMUST00000224600.1	ENSMUST00000022532.5
ENSMUST00000215100.1	ENSMUST00000214457.1
ENSMUST00000215100.1	ENSMUST00000055130.2
ENSMUST00000005952.10	ENSMUST00000216932.1
ENSMUST00000155954.2	ENSMUST00000164364.1
ENSMUST00000155954.2	ENSMUST00000170806.1
ENSMUST00000178114.1	ENSMUST00000049572.14
ENSMUST00000108908.5	ENSMUST00000108910.9
ENSMUST00000227574.1	ENSMUST00000227209.1
ENSMUST00000105827.7	ENSMUST00000105826.7
ENSMUST00000159148.7	ENSMUST00000180578.7
ENSMUST00000111287.7	ENSMUST00000111288.3
ENSMUST00000079413.10	ENSMUST00000114792.7
ENSMUST00000079413.10	ENSMUST00000233102.1
ENSMUST00000079413.10	ENSMUST00000177939.7
ENSMUST00000027529.11	ENSMUST00000131428.7
ENSMUST00000033542.10	ENSMUST00000114081.1
ENSMUST00000176147.8	ENSMUST00000176023.2
ENSMUST00000108666.7	ENSMUST00000021277.5
ENSMUST00000027256.11	ENSMUST00000193673.5
ENSMUST00000027256.11	ENSMUST00000195373.1
ENSMUST00000069557.13	ENSMUST00000109876.7
ENSMUST00000069557.13	ENSMUST00000109874.1
ENSMUST00000102903.7	ENSMUST00000102902.3
ENSMUST00000169652.2	ENSMUST00000225063.1
ENSMUST00000213540.2	ENSMUST00000098224.2
ENSMUST00000097709.10	ENSMUST00000169032.7
ENSMUST00000182603.1	ENSMUST00000065871.13
ENSMUST00000213239.1	ENSMUST00000215142.2
ENSMUST00000213239.1	ENSMUST00000095245.1
ENSMUST00000119109.7	ENSMUST00000170036.7
ENSMUST00000217701.1	ENSMUST00000215719.1
ENSMUST00000217701.1	ENSMUST00000214465.1
ENSMUST00000217701.1	ENSMUST00000075468.4
ENSMUST00000071972.10	ENSMUST00000081921.6
ENSMUST00000113136.7	ENSMUST00000173804.7
ENSMUST00000060196.2	ENSMUST00000109872.1
ENSMUST00000124667.1	ENSMUST00000201940.1
ENSMUST00000173985.9	ENSMUST00000025395.9
ENSMUST00000111474.7	ENSMUST00000111473.7
ENSMUST00000111474.7	ENSMUST00000111472.5
